"Memorable","Memorable_1","Repetition","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","correct","correct_instruction_2_sketchpad","correct_instructions_sketchpad","correct_keypress_practice_sketchpad","correct_new_1_sketchpad","correct_new_3_keyboard_response","correct_trial_keyboard_response","correct_trigger_scanner_keyboard_response","count_ISI_sketchpad","count_Sample_interval_sketchpad","count_baseline_block_sketchpad","count_block1_loop","count_block2_loop","count_block3_loop","count_block4_loop","count_block5_loop","count_end_of_practice_sketchpad","count_end_sketchpad","count_experiment","count_filler_quick_response_sketchpad","count_fixation_sketchpad","count_instruction_2_sketchpad","count_instructions_sketchpad","count_keypress_practice_sketchpad","count_new_1_sketchpad","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_sketchpad","count_new_5_sketchpad","count_new_7_sketchpad","count_new_8_sketchpad","count_new_logger","count_practice_2_loop","count_practice_sequence","count_response_sketchpad","count_trial_keyboard_response","count_trial_sequence","count_trigger_scanner_keyboard_response","count_waiting_scanner_sketchpad","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","image","interval","keyboard_backend","live_row","live_row_block1_loop","live_row_practice_2_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","probe","repeat_cycle","response","response_instruction_2_sketchpad","response_instructions_sketchpad","response_keypress_practice_sketchpad","response_new_1_sketchpad","response_new_3_keyboard_response","response_new_5_sketchpad","response_time","response_time_instruction_2_sketchpad","response_time_instructions_sketchpad","response_time_keypress_practice_sketchpad","response_time_new_1_sketchpad","response_time_new_3_keyboard_response","response_time_new_5_sketchpad","response_time_trial_keyboard_response","response_time_trigger_scanner_keyboard_response","response_trial_keyboard_response","response_trigger_scanner_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_ISI_sketchpad","time_Sample_interval_sketchpad","time_baseline_block_sketchpad","time_block1_loop","time_block2_loop","time_block3_loop","time_block4_loop","time_block5_loop","time_end_of_practice_sketchpad","time_end_sketchpad","time_experiment","time_filler_quick_response_sketchpad","time_fixation_sketchpad","time_instruction_2_sketchpad","time_instructions_sketchpad","time_keypress_practice_sketchpad","time_new_1_sketchpad","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_sketchpad","time_new_5_sketchpad","time_new_7_sketchpad","time_new_8_sketchpad","time_new_logger","time_practice_2_loop","time_practice_sequence","time_response_sketchpad","time_trial_keyboard_response","time_trial_sequence","time_trigger_scanner_keyboard_response","time_waiting_scanner_sketchpad","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"0","NA","0","undefined","undefined","4100.139685107043","4100.139685107043","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","34","34","5","0","0","0","0","0","0","0","0","34","34","0","0","0","0","9","9","9","9","NA","9","9","37","0","9","34","34","34","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Paula Faber_15_oval.jpg","600","psycho","2","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Jeffery Rosenberg_18_oval.jpg","0","1","1","1","1","1","1","NA","314.10659999528434","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","314.10659999528434","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","328609.0530999936","327998.2900000032","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","329119.16109999584","326986.54389999865","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","329744.71410000115","123063.84170000092","152177.19919999945","329430.08279999776","329430.1517999993","326974.5290999999","171215.70390000124","171215.6485000014","Face Interval Estimation","0","192706.56520003104","47","no","680"
"1","NA","1","undefined","undefined","4030.760164583929","4030.760164583929","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","35","35","5","0","0","0","0","0","0","0","0","35","35","0","0","0","0","9","9","9","9","NA","9","9","38","0","9","35","35","35","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Janie Butcher_3_oval.jpg","1200","psycho","3","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Janie Butcher_3_oval.jpg","0","1","1","1","1","1","1","NA","769.9226999975508","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","769.9226999975508","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","332028.82550000504","330817.1733000054","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","332538.57750000316","329804.6495000017","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","333620.8082999947","123063.84170000092","152177.19919999945","332850.2587999974","332850.331499998","329793.2269000012","171215.70390000124","171215.6485000014","Face Interval Estimation","0","193476.4879000286","48","no","680"
"0","NA","0","undefined","undefined","3957.27761632707","3957.27761632707","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","36","36","5","0","0","0","0","0","0","0","0","36","36","0","0","0","0","9","9","9","9","NA","9","9","39","0","9","36","36","36","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Alan_Gamerson_7_oval.jpg","600","psycho","4","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_David Prosser_18_oval.jpg","0","1","1","1","1","1","1","NA","430.11529999785125","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","430.11529999785125","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","335305.3072000039","334694.8942000017","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","335816.2141000066","333684.21469999885","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","336557.68030000036","123063.84170000092","152177.19919999945","336127.05650000134","336127.12360000296","333670.4869999958","171215.70390000124","171215.6485000014","Face Interval Estimation","0","193906.60320002644","49","no","680"
"0","NA","1","undefined","undefined","3884.6476320005604","3884.6476320005604","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","37","37","5","0","0","0","0","0","0","0","0","37","37","0","0","0","0","9","9","9","9","NA","9","9","40","0","9","37","37","37","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Larry Atwater_3_oval.jpg","600","psycho","5","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Larry Atwater_3_oval.jpg","0","1","1","1","1","1","1","NA","325.77840000158176","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","325.77840000158176","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","338245.3843999974","337632.8418000048","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","338756.424399995","336622.64519999735","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","339392.717900002","123063.84170000092","152177.19919999945","339066.39750000613","339066.46469999396","336609.87329999625","171215.70390000124","171215.6485000014","Face Interval Estimation","0","194232.38160002802","50","no","680"
"1","NA","1","undefined","undefined","3823.838437255415","3823.838437255415","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","38","38","5","0","0","0","0","0","0","0","0","38","38","0","0","0","0","9","9","9","9","NA","9","9","41","0","9","38","38","38","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Steve Moyers_19_oval.jpg","1200","psycho","6","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Steve Moyers_19_oval.jpg","0","1","1","1","1","1","1","NA","783.3786999981385","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","783.3786999981385","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","341677.02040000586","340465.03289999964","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","342185.8007999981","339454.93209999404","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","343280.8379000053","123063.84170000092","152177.19919999945","342496.7975000036","342496.8700000027","339442.6778000052","171215.70390000124","171215.6485000014","Face Interval Estimation","0","195015.76030002616","51","no","680"
"1","NA","0","undefined","undefined","3768.7812846158454","3768.7812846158454","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","39","39","5","0","0","0","0","0","0","0","0","39","39","0","0","0","0","9","9","9","9","NA","9","9","42","0","9","39","39","39","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Margaret Wilkerson_3_oval.jpg","800","psycho","7","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Shawn Walling_3_oval.jpg","0","1","1","1","1","1","1","NA","960.8664999977918","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","960.8664999977918","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","345165.9972000052","344354.6594000072","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","345678.0820999993","343345.7605000003","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","346949.7413000063","123063.84170000092","152177.19919999945","345988.29940000724","345988.37469999853","343332.7309000015","171215.70390000124","171215.6485000014","Face Interval Estimation","0","195976.62680002395","52","no","680"
"0","NA","1","undefined","undefined","3704.881850943872","3704.881850943872","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","40","40","5","0","0","0","0","0","0","0","0","40","40","0","0","0","0","9","9","9","9","NA","9","9","43","0","9","40","40","40","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Jerry Keane_3_oval.jpg","1000","psycho","8","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Jerry Keane_3_oval.jpg","0","1","1","1","1","1","1","NA","382.11130000127014","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","382.11130000127014","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","349034.0423000016","348022.6706999965","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","349543.7168000062","347013.5971999989","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","350235.63310000463","123063.84170000092","152177.19919999945","349853.0000000028","349853.0691000051","346999.8750999948","171215.70390000124","171215.6485000014","Face Interval Estimation","0","196358.73810002522","53","no","680"
"0","NA","0","undefined","undefined","3642.6262574079574","3642.6262574079574","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","41","41","5","0","0","0","0","0","0","0","0","41","41","0","0","0","0","9","9","9","9","NA","9","9","44","0","9","41","41","41","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Sara Claytor_7_oval.jpg","600","psycho","9","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Carolyn Kiley_3_oval.jpg","0","1","1","1","1","1","1","NA","343.0798000044888","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","343.0798000044888","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","351919.56959999516","351307.9641999939","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","352431.7478000012","350299.339300007","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","353085.71929999744","123063.84170000092","152177.19919999945","352742.07720000413","352742.14709999796","350285.2363999991","171215.70390000124","171215.6485000014","Face Interval Estimation","0","196701.8179000297","54","no","680"
"1","NA","1","undefined","undefined","3582.0134145459056","3582.0134145459056","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","42","42","5","0","0","0","0","0","0","0","0","42","42","0","0","0","0","9","9","9","9","NA","9","9","45","0","9","42","42","42","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Melissa Cushing_19_oval.jpg","1000","psycho","10","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Melissa Cushing_19_oval.jpg","0","1","1","1","1","1","1","NA","308.9198999950895","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","308.9198999950895","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","355170.77810000046","354158.31060000346","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","355682.53900000127","353149.384999997","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","356301.62470000505","123063.84170000092","152177.19919999945","355992.1769000066","355992.24839999806","353135.6519999972","171215.70390000124","171215.6485000014","Face Interval Estimation","0","197010.7378000248","55","no","680"
"1","NA","0","undefined","undefined","3524.6921339289006","3524.6921339289006","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","43","43","5","0","0","0","0","0","0","0","0","43","43","0","0","0","0","9","9","9","9","NA","9","9","46","0","9","43","43","43","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Joshua Guido_13_oval.jpg","600","psycho","11","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Peter Mcclary_13_oval.jpg","0","1","1","1","1","1","1","NA","372.0216999936383","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","372.0216999936383","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","357997.42299999343","357386.3842999999","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","358506.78330000665","356375.80189999426","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","359188.7287999998","123063.84170000092","152177.19919999945","358816.1254000006","358816.19019999926","356364.12699999346","171215.70390000124","171215.6485000014","Face Interval Estimation","0","197382.75950001844","56","no","680"
"0","NA","1","undefined","undefined","3473.479191228347","3473.479191228347","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","44","44","5","0","0","0","0","0","0","0","0","44","44","0","0","0","0","9","9","9","9","NA","9","9","47","0","9","44","44","44","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Anthony Riddell_7_oval.jpg","1200","psycho","12","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Anthony Riddell_7_oval.jpg","0","1","1","1","1","1","1","NA","605.5543999973452","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","605.5543999973452","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","361468.632899996","360258.2338999928","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","361979.15709999506","359248.5930999974","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","362895.7337000029","123063.84170000092","152177.19919999945","362289.6097000048","362289.6766000049","359236.79280000215","171215.70390000124","171215.6485000014","Face Interval Estimation","0","197988.31390001578","57","no","680"
"0","NA","1","undefined","undefined","3419.135977586346","3419.135977586346","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","45","45","5","0","0","0","0","0","0","0","0","45","45","0","0","0","0","9","9","9","9","NA","9","9","48","0","9","45","45","45","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Victor Potter_13_oval.jpg","800","psycho","13","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Victor Potter_13_oval.jpg","0","1","1","1","1","1","1","NA","321.57279999228194","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","321.57279999228194","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","364779.7857999976","363967.01700000267","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","365288.61940000206","362958.14509999764","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","365920.7338999986","123063.84170000092","152177.19919999945","365598.570400005","365598.64100000414","362945.4321999947","171215.70390000124","171215.6485000014","Face Interval Estimation","0","198309.88670000806","58","no","680"
"1","NA","1","undefined","undefined","3372.2690711864884","3372.2690711864884","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","46","46","5","0","0","0","0","0","0","0","0","46","46","0","0","0","0","9","9","9","9","NA","9","9","49","0","9","46","46","46","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Gwendolyn Vance_152_oval.jpg","1200","psycho","14","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Gwendolyn Vance_152_oval.jpg","0","1","1","1","1","1","1","NA","653.988499994739","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","653.988499994739","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","368206.5761999984","366996.87200000335","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","368717.15300000506","365982.92569999467","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","369682.7368999948","123063.84170000092","152177.19919999945","369028.1399999949","369028.2245999988","365971.1914000072","171215.70390000124","171215.6485000014","Face Interval Estimation","0","198963.8752000028","59","no","680"
"0","NA","1","undefined","undefined","3318.3423883335004","3318.3423883335004","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","47","47","5","0","0","0","0","0","0","0","0","47","47","0","0","0","0","9","9","9","9","NA","9","9","50","0","9","47","47","47","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Arthur Featherstone_1_oval.jpg","600","psycho","15","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Arthur Featherstone_1_oval.jpg","0","1","1","1","1","1","1","NA","136.66810000722762","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","136.66810000722762","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","371370.06299999484","370758.9367000037","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","371882.0545000053","369749.55860000046","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","372329.6197000018","123063.84170000092","152177.19919999945","372192.4322999985","372192.4970999971","369735.91339999984","171215.70390000124","171215.6485000014","Face Interval Estimation","0","199100.54330001003","60","no","680"
"1","NA","0","undefined","undefined","3274.987970491953","3274.987970491953","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","48","48","5","0","0","0","0","0","0","0","0","48","48","0","0","0","0","9","9","9","9","NA","9","9","51","0","9","48","48","48","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_George Baum_1_oval.jpg","1000","psycho","16","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Henry Dominguez_9_oval.jpg","0","1","1","1","1","1","1","NA","673.7228999991203","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","673.7228999991203","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","374412.8647000034","373400.1166999951","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","374921.73119999643","372389.42269999825","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","375906.70500000124","123063.84170000092","152177.19919999945","375232.40959999384","375232.48449999664","372378.61270000576","171215.70390000124","171215.6485000014","Face Interval Estimation","0","199774.26620000915","61","no","680"
"0","NA","0","undefined","undefined","3225.2948870969235","3225.2948870969235","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","49","49","5","0","0","0","0","0","0","0","0","49","49","0","0","0","0","9","9","9","9","NA","9","9","52","0","9","49","49","49","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Sara Guajardo_1_oval.jpg","600","psycho","17","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Ramona Thornburg_1_oval.jpg","0","1","1","1","1","1","1","NA","194.01680000009947","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","194.01680000009947","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","377590.5472000013","376980.5550000019","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","378099.8513999948","375970.3848000063","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","378604.6761000034","123063.84170000092","152177.19919999945","378410.10170000663","378410.16749999835","375958.2877000066","171215.70390000124","171215.6485000014","Face Interval Estimation","0","199968.28300000925","62","no","680"
"1","NA","1","undefined","undefined","3178.7422111113315","3178.7422111113315","#ADADAD","psycho","psycho","psycho","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","50","50","5","0","0","0","0","0","0","0","0","50","50","0","0","0","0","9","9","9","9","NA","9","9","53","0","9","50","50","50","3","0","Wed Jan 10 13:55:07 2024","The main experiment item","no","fmri_experiment_final.osexp","C:\TASKS\CNC\fCourse2024_Ctrack\cognition","no","mono","no","24","no","black","no","yes","768","Google_1_Sean Revels_7_oval.jpg","600","psycho","18","31","9","C:/TASKS/CNC/fCourse2024_Ctrack/cognition/subject-3037.csv","psycho","Lentiform Loewenfeld","3.3.12","Google_1_Sean Revels_7_oval.jpg","0","1","1","1","1","1","1","NA","292.47630000463687","12465.058499990846","101628.92190000275","15275.290800011135","5805.195400011144","376.07430000207387","NA","292.47630000463687","148860.5630999955","1","5","2","psycho","1024","2","48000","-16","experiment","3037","odd","380289.70530000515","379677.59130000195","299509.2505999928","190075.77769999625","320077.8769000026","NA","NA","NA","154918.18809999677","NA","3132.7939000038896","380799.12070000137","378666.83380000177","104781.51420000358","3140.6405000016093","155931.1774999951","117258.333699996","152188.57610000123","154530.41849999863","153197.6108999952","153810.63219999487","NA","154320.1335000049","154530.34969999862","381402.7206000028","123063.84170000092","152177.19919999945","381109.6486000024","381109.7191000008","378654.55019999354","171215.70390000124","171215.6485000014","Face Interval Estimation","0","200260.7593000139","63","no","680"
